amount,hour,accountAge,velocity,fraud
32949,6,648,4,1
14489,6,688,4,0
83412,22,596,1,0
73800,2,601,2,0
67429,16,408,3,1
24366,18,286,4,0
50721,11,191,4,1
43904,6,770,2,0
38308,1,2,5,1
84453,9,475,3,0
57067,7,296,2,1
22372,15,280,3,0
10067,12,612,3,1
18758,8,338,1,0
1733,16,939,4,1
42968,10,914,5,0
68984,9,712,2,0
30974,23,850,3,0
48046,2,314,5,0
75896,20,358,5,1
7472,0,774,2,0
81982,17,553,2,1
31931,13,969,3,0
82851,23,207,2,0
26699,16,863,5,1
16901,10,828,3,0
69740,17,945,1,0
46910,19,175,1,0
26182,7,850,3,0
19160,5,2,5,1
61283,20,444,4,1
3062,3,456,3,0
39425,11,245,3,0
26061,4,636,2,0
66311,7,960,2,0
55203,20,744,2,1
46455,17,469,3,0
43355,7,898,3,0
85056,11,157,4,1
48523,14,933,2,0
84142,3,969,2,1
42448,23,4,5,1
84255,17,952,3,0
68824,12,359,1,1
68831,2,310,5,1
96997,7,40,4,1
41545,14,57,3,0
70482,7,335,3,1
66972,2,681,4,1
37034,19,966,2,0
26273,4,239,5,0
87314,22,176,5,1
16765,6,16,4,1
28788,9,892,3,0
81305,12,293,5,0
93682,3,364,3,1
26639,7,511,1,0
54299,7,774,3,1
26226,2,656,3,0
45585,18,169,2,0
72662,8,510,4,1
72915,16,150,3,1
36969,5,708,4,1
8870,2,41,5,0
74246,17,53,4,1
66325,0,336,3,0
25171,12,177,2,0
93609,9,966,4,1
1449,5,870,2,0
23042,20,561,5,0
30148,23,535,2,0
88718,1,62,5,1
26488,9,460,4,1
10312,9,619,4,0
8351,17,989,1,0
99874,1,88,1,0
81528,1,317,3,1
32959,11,409,5,1
55226,0,127,5,1
52056,23,257,4,1
45219,4,874,4,0
8990,8,794,3,0
83970,0,815,3,0
53705,0,635,1,0
78853,12,590,1,0
91872,12,692,1,1
30740,1,89,3,0
48512,9,612,3,0
67783,22,300,1,0
63693,23,207,4,1
10597,7,316,3,0
44331,14,476,1,0
30246,13,970,4,1
1067,2,357,4,0
43454,22,512,4,1
35262,13,622,5,0
43463,10,60,1,0
55766,17,971,4,1
62844,12,741,4,1
98855,5,756,2,0
83385,8,848,4,1
17696,9,108,4,0
84686,23,184,1,1
66666,13,674,1,1
77677,0,273,1,0
39276,6,247,5,1
67511,0,840,2,1
54082,1,737,2,1
82096,18,246,1,1
74961,8,764,2,1
47430,23,106,5,0
77673,2,963,3,1
73099,15,311,4,1
46028,16,830,1,0
68329,13,114,4,1
59131,0,505,3,0
96699,11,21,3,1
7953,5,182,1,0
86754,4,299,3,1
86406,14,524,1,0
35776,1,326,1,0
26700,21,157,1,0
93496,9,840,4,1
57162,17,370,2,1
81367,0,156,2,0
70461,19,925,3,1
7628,11,168,3,0
41412,5,653,3,0
31682,4,558,5,0
54978,19,92,3,0
70390,5,458,3,1
31274,1,386,2,0
88983,14,503,5,1
53555,3,983,1,0
58635,23,367,4,1
35324,15,780,3,0
18222,7,144,4,0
69033,11,296,3,1
81685,16,783,2,0
59682,14,29,1,1
43049,14,558,5,0
35280,12,929,2,0
77362,18,44,4,1
49542,22,94,3,0
33394,11,134,1,0
62432,15,381,4,1
58824,4,780,2,1
51781,22,184,4,0
49867,19,623,1,0
59675,21,297,5,1
62180,12,390,4,1
36613,1,929,5,0
10006,9,766,3,0
14749,9,679,3,0
46780,22,646,5,0
34322,12,591,4,1
1998,21,397,1,0
96531,0,576,4,1
78920,7,748,4,1
9716,16,606,2,0
80774,14,373,1,0
16899,18,787,1,0
34875,9,158,2,0
23383,4,970,1,0
42748,14,556,4,0
18303,1,116,3,0
91837,7,496,5,1
58766,16,419,3,0
74154,7,232,2,1
93363,10,658,5,1
5038,11,480,5,0
64120,19,271,5,1
61043,18,217,1,0
64587,16,609,2,0
89551,0,924,3,1
4537,1,263,5,1
7327,0,701,2,0
41019,18,506,1,0
93036,12,751,3,1
64529,4,343,2,0
76286,14,788,4,1
96832,17,956,4,1
47602,5,979,3,0
62820,14,965,2,1
16240,9,82,3,0
84250,13,832,1,1
1686,9,844,2,0
25579,0,255,5,1
57847,16,206,4,1
95241,10,602,4,1
30881,8,100,1,0
62506,17,306,2,1
76327,9,258,4,1
16046,14,360,1,0
48435,4,732,2,0
76128,3,996,1,1
32580,3,438,4,1
14819,18,363,3,0
2035,23,114,4,0
8325,0,118,2,0
94226,9,3,4,1
11032,6,144,4,0
60935,0,144,3,0
50244,4,430,1,0
60349,8,325,1,1
3147,10,992,2,0
30663,11,533,3,0
53130,15,172,4,1
69905,12,410,1,1
23835,8,306,2,0
7548,3,438,1,0
56600,17,505,3,1
58072,3,791,4,1
45832,7,304,4,0
87963,4,156,4,1
12130,3,94,4,1
19113,6,507,2,0
88683,13,470,2,1
36482,22,644,1,0
36720,20,346,5,0
46012,3,845,5,1
49863,1,164,3,0
75569,10,320,4,1
58298,13,364,1,0
52894,19,782,5,1
48236,19,700,2,0
9221,1,932,4,1
12897,20,20,2,0
43727,3,569,1,0
29378,11,837,2,0
38633,22,879,1,0
31768,16,350,4,1
7008,7,456,5,1
93049,6,552,4,1
13710,0,289,5,0
28543,2,283,2,0
53195,1,182,1,0
17968,11,636,4,0
47475,18,669,3,0
20659,19,141,1,0
41365,15,428,5,1
60431,15,125,1,1
76553,9,556,2,0
93430,3,940,1,1
29052,16,656,3,0
91935,3,375,1,1
37988,16,677,1,0
66937,16,921,4,1
9981,15,407,1,0
32776,23,611,2,0
27708,19,551,3,0
34365,15,44,2,0
25404,22,351,1,0
12982,2,142,4,1
91773,19,401,4,1
34238,8,756,4,0
235,3,51,4,1
62671,21,882,3,0
66290,18,640,2,1
18705,1,222,3,0
26814,1,590,4,1
24798,14,794,5,0
45950,16,398,4,1
53258,13,272,5,1
12632,19,150,2,0
42702,9,30,5,0
86250,7,950,2,1
43135,13,979,1,0
34907,6,699,4,1
55007,18,460,1,0
85085,7,400,2,0
88017,4,750,1,0
42629,5,594,5,1
79696,8,48,2,0
61638,8,626,1,0
81328,22,410,2,1
7020,18,260,2,0
25861,23,63,3,0
16757,8,6,2,0
95664,15,879,5,1
48957,20,583,3,0
75123,4,7,2,1
53066,21,955,3,1
85646,18,279,5,1
76993,19,474,1,1
17287,19,474,4,1
72378,12,982,3,0
27462,12,401,2,0
83989,7,473,5,1
85673,7,795,5,1
26723,8,560,2,0
71862,4,925,5,1
66498,22,782,1,0
625,0,994,1,0
50036,12,678,4,1
55195,20,721,5,1
79291,22,515,2,0
85241,11,835,2,0
76875,10,150,2,0
91289,10,624,5,1
97107,11,7,1,0
43265,1,268,5,1
65045,5,136,4,1
51667,17,858,5,1
66068,13,781,1,0
58976,22,819,2,1
66792,3,165,4,1
84277,18,971,2,0
95569,7,187,3,0
35114,10,766,2,0
84784,18,995,1,1
1058,15,157,1,0
97122,19,692,1,0
82941,7,545,3,0
18150,17,361,1,0
37747,1,340,1,0
12194,7,539,5,0
4228,5,709,2,0
28339,1,436,4,0
98924,16,392,2,1
74086,0,61,4,1
9065,11,952,1,0
97161,6,780,2,0
1454,22,951,5,0
78260,21,189,1,0
35172,22,828,5,1
27720,13,391,3,0
56261,9,397,3,0
11451,7,270,2,0
9276,6,67,5,1
77006,0,556,1,1
13514,3,74,1,0
53661,16,247,2,1
99624,15,10,3,0
74052,12,782,2,0
35909,14,771,1,0
65575,17,76,5,1
91001,5,288,3,0
18629,8,459,4,1
48587,16,897,1,0
5801,9,723,3,0
45815,7,173,5,0
8944,19,757,1,0
95028,11,415,2,0
59728,9,630,1,1
52293,0,366,2,1
5791,13,898,3,0
89179,8,232,2,1
30551,17,146,3,0
87637,22,652,1,0
57791,6,691,5,1
66396,1,287,2,1
48035,12,262,4,0
9095,9,885,1,0
92985,6,282,4,1
8387,13,467,2,0
25539,15,443,3,0
5992,4,675,1,0
79293,10,256,2,0
7216,21,50,1,0
39276,17,573,4,0
19649,11,367,4,0
48223,7,916,4,1
38081,17,314,4,0
11640,5,896,1,0
43597,9,329,1,0
12004,19,262,5,1
1915,22,269,5,1
10056,5,266,3,0
88568,14,59,4,1
90878,17,253,4,1
74540,10,806,5,1
98913,14,531,1,0
14618,1,107,2,0
47624,9,674,5,1
82829,1,172,1,1
10356,1,937,5,0
57393,23,795,5,1
800,2,106,3,0
54675,17,50,4,1
60662,16,342,4,1
11811,22,404,3,0
69897,13,460,3,1
43890,20,484,5,0
25919,0,803,5,0
40697,22,554,4,1
46647,8,81,4,0
50090,17,682,2,1
60811,8,154,3,0
22070,17,568,4,1
31537,22,462,3,0
48569,1,76,4,0
69538,4,881,2,0
42047,10,819,1,0
94160,20,426,2,1
14039,11,707,4,1
33298,3,614,1,0
32345,4,896,5,0
74451,16,857,4,1
79004,13,430,3,1
87663,5,546,4,0
26449,15,649,1,0
84241,12,8,2,0
42957,21,644,3,0
61507,6,849,3,1
4527,15,609,2,0
42140,23,750,4,1
81655,9,675,2,1
60219,10,833,1,0
52399,19,320,5,1
98312,13,129,4,1
91536,8,327,2,1
63665,18,183,1,0
13118,12,967,5,1
89588,8,148,1,0
62365,13,451,4,1
26980,2,69,1,0
83227,8,868,4,1
97653,7,844,1,1
33193,11,148,4,1
59919,4,938,2,0
39820,17,211,2,0
79675,8,81,5,1
75650,15,717,3,1
83644,13,899,5,1
24342,18,82,5,0
76465,11,600,5,1
64068,15,818,4,1
71188,11,17,1,1
35426,13,947,5,0
89978,19,511,2,1
25584,11,807,2,0
11501,21,517,3,0
73480,5,727,4,1
33898,6,650,2,0
79669,17,313,5,1
9771,20,702,4,0
99014,12,800,2,0
30748,17,234,2,0
45793,12,258,1,0
26766,1,913,4,0
99067,21,224,2,0
83082,13,517,3,0
67928,22,397,4,1
60195,0,662,3,1
78858,11,985,3,0
70969,12,135,4,1
51046,5,687,4,1
65928,16,804,3,0
74509,9,319,3,0
94120,21,673,3,1
50839,8,276,1,0
72961,8,406,3,1
3587,4,25,2,0
97898,12,778,5,1
59560,1,172,5,1
28431,11,861,4,0
80242,4,778,3,0
24107,20,791,1,0
740,23,545,4,1
63167,9,303,1,1
38756,3,789,5,0
98598,12,742,5,1
7067,12,194,5,1
95846,20,264,1,0
98453,8,581,3,1
35926,10,30,5,1
39305,15,341,4,1
41323,0,624,4,0
10484,10,945,3,0
90436,0,87,1,0
98245,17,879,2,1
74059,20,550,1,1
69690,19,894,4,1
24669,15,79,5,0
1345,6,631,4,1
51791,11,919,4,1
49467,3,784,2,0
22906,22,562,3,0
15250,6,510,1,0
11993,20,868,1,0
2024,19,432,3,0
14785,8,499,3,0
25448,12,220,2,0
27301,5,936,5,0
39713,20,96,1,0
29675,16,212,3,0
74018,18,246,5,1
33695,0,629,2,0
21867,1,369,2,0
91048,13,724,4,1
78642,9,428,1,1
19892,2,766,2,0
15159,1,717,3,0
47828,17,606,4,1
21781,15,577,4,1
71858,5,406,2,0
88080,21,375,1,1
97709,6,919,1,0
80330,4,273,2,0
74528,14,265,5,1
95091,1,163,2,0
83739,12,271,1,1
85345,14,325,2,1
18300,7,936,1,0
59929,15,155,1,1
81474,16,389,3,0
26820,7,650,2,0
48964,7,721,2,0
25932,0,440,3,0
25432,22,951,4,1
92781,0,622,3,1
44249,16,35,3,0
5353,18,238,5,0
73327,10,874,4,1
52242,8,508,4,1
88936,3,660,1,1
77367,6,299,2,1
12838,6,11,4,0
71676,23,132,3,1
61893,12,957,2,1
99787,18,797,4,1
61409,22,866,4,1
8905,10,824,2,0
31381,8,400,5,0
15364,5,335,5,1
60317,15,240,1,1
55644,20,914,1,0
60169,3,539,4,1
77429,19,203,1,0
66462,2,352,1,1
1013,4,637,4,1
79568,7,265,1,0
81382,22,840,3,1
92378,1,695,2,1
49359,10,103,5,1
43324,5,812,5,1
81558,19,787,2,1
50767,7,403,2,1
11507,4,399,5,1
30419,19,46,4,1
68856,21,551,1,0
70773,8,927,5,1
12522,11,555,5,1
78692,4,668,3,0
25420,14,773,5,1
34928,10,828,3,0
52961,5,912,1,1
41218,7,85,5,1
49159,3,590,2,0
78518,18,502,3,1
53068,3,847,2,0
10044,15,350,2,0
7624,4,981,5,1
6422,11,697,5,0
56581,4,681,4,1
89333,17,230,3,0
53029,2,118,4,1
34792,6,160,5,0
75093,4,344,5,1
75804,15,191,4,1
70080,8,790,4,1
72738,6,897,5,1
378,13,59,3,0
51725,10,838,2,0
53351,21,683,1,1
21135,9,388,1,0
59471,6,359,5,1
3115,11,942,5,1
63216,13,943,3,0
12523,7,187,3,0
11187,14,957,4,0
9267,2,893,4,1
1672,4,988,5,1
8039,16,141,3,0
43896,14,317,2,0
61149,19,156,3,0
55623,19,669,2,0
17038,11,435,5,0
12539,7,63,3,0
44694,7,472,2,0
13022,18,282,5,0
9965,22,300,1,0
83755,12,752,3,0
10587,13,669,4,0
44912,15,983,3,0
8871,10,370,5,1
24715,6,999,1,0
68593,19,788,4,1
95921,5,69,4,1
35342,12,805,2,0
96193,0,870,1,1
38841,20,77,1,0
90634,22,74,2,1
36095,13,954,1,0
81295,1,526,4,1
20859,3,618,5,0
53450,9,47,5,0
64065,22,808,2,1
53269,18,173,4,1
21814,10,967,5,0
82269,13,786,5,1
5591,19,116,2,0
12307,13,200,3,0
50431,22,246,3,0
72222,11,540,3,1
65180,8,428,5,1
29648,15,978,5,0
32286,16,121,4,1
89441,11,219,1,1
83554,19,490,4,1
23260,2,309,1,0
89652,21,339,5,1
38795,11,726,2,0
58536,17,517,1,0
34573,5,880,5,0
11654,22,423,2,0
63936,22,350,4,1
70406,18,676,1,0
6765,2,295,3,0
88588,12,739,2,0
6584,4,153,3,0
1758,16,625,3,0
22675,20,967,5,1
73802,20,356,2,1
86746,10,738,1,0
39751,18,975,3,0
54433,14,621,4,1
24624,11,465,5,0
89345,5,875,3,1
68009,4,998,2,1
63620,22,111,3,1
77220,2,120,3,0
59104,9,235,1,0
62920,23,922,1,0
98379,19,205,1,0
21970,17,75,4,1
8421,4,267,1,0
63554,6,420,2,1
86641,17,36,3,1
4520,4,145,3,0
16997,21,959,2,0
91496,10,356,5,1
59937,22,137,2,0
66576,20,456,2,0
26256,10,837,3,0
69447,5,606,5,1
84060,2,418,2,0
70577,17,120,4,1
42241,15,929,4,0
52500,7,678,5,1
61404,16,569,3,0
17007,23,753,5,0
20251,0,230,4,1
65405,3,612,1,0
61413,20,732,4,1
67130,17,858,4,1
22716,8,565,1,0
78909,5,909,2,0
204,10,918,4,1
83333,0,404,1,1
81708,19,810,2,1
28270,11,89,5,1
46941,4,26,1,0
73129,4,739,3,0
66386,2,628,3,1
32484,0,428,4,0
98041,2,602,3,1
57432,23,748,1,1
99933,12,366,5,1
32508,7,861,4,1
50253,20,49,3,1
95632,1,904,5,1
68801,0,641,1,1
81614,23,613,5,1
49182,12,466,5,1
90524,10,991,4,1
56006,17,985,4,1
65841,6,423,4,0
75155,10,602,5,1
11337,13,952,1,0
37415,0,997,4,0
22725,5,455,5,0
67511,0,834,3,1
30427,21,227,4,0
11918,10,717,4,1
72847,0,421,1,0
31598,11,403,5,1
27436,11,259,2,0
17265,19,403,2,0
38268,3,577,4,1
59424,2,686,2,0
36249,7,414,4,0
47172,5,813,4,0
2383,23,391,4,0
91240,11,933,2,1
22102,12,320,1,0
25895,17,127,3,0
54448,17,500,4,1
47478,1,648,1,0
41253,5,499,1,0
13939,12,8,1,0
28184,19,978,2,0
18860,7,546,2,0
46909,0,322,1,0
6822,14,152,3,0
72229,23,405,3,0
79687,19,819,4,1
4791,16,835,1,1
25464,5,357,4,0
29499,23,2,5,0
28271,12,866,4,0
13334,10,868,3,0
42015,5,276,1,0
47324,6,50,4,1
42887,8,505,3,0
68188,6,298,3,1
18757,13,421,2,1
96913,4,732,5,1
21513,5,893,1,0
56117,18,822,1,0
60361,20,304,1,0
27777,22,697,5,0
10184,19,298,1,0
32835,10,392,2,0
95000,16,229,5,1
22039,1,988,1,0
97580,7,511,3,0
8974,21,993,1,0
5303,14,43,5,0
53009,7,278,4,0
18878,1,554,2,0
46868,10,948,1,0
7850,14,639,3,0
16385,18,689,1,0
78675,4,485,4,1
63793,13,386,5,1
75244,1,176,1,0
99928,7,910,5,0
86604,7,526,2,0
79077,12,837,1,0
18352,10,534,5,1
6456,10,236,2,0
38586,5,599,5,0
37541,2,352,5,1
52251,12,315,1,0
23131,13,580,4,0
93799,16,746,2,1
18817,20,846,4,1
30787,2,317,3,0
23551,1,801,5,1
54720,10,382,2,1
93386,21,663,3,0
61077,17,45,4,1
78024,0,123,5,1
57676,13,71,3,1
88248,12,257,2,1
8479,4,254,4,1
49400,1,773,5,0
82305,0,706,5,1
75313,17,756,3,1
86410,20,703,4,1
98502,14,740,1,1
6213,13,875,5,0
39719,20,732,5,0
17528,14,260,1,0
41440,23,115,1,0
41877,16,690,1,0
64165,17,168,4,1
49131,11,647,5,1
56599,21,773,1,0
64035,7,313,1,0
50420,7,840,3,0
92045,11,749,4,1
56744,18,588,2,0
35884,8,150,4,1
47038,9,704,1,0
54744,7,429,3,0
30816,21,899,5,0
5932,7,233,1,0
91007,19,844,5,1
42087,6,117,5,0
92084,9,324,4,1
50102,20,825,2,1
70358,2,282,5,1
28157,3,897,1,0
6836,6,147,2,0
38571,16,948,1,0
74619,0,16,1,1
37213,1,473,5,0
16993,4,406,1,1
91695,23,842,2,0
35301,21,505,2,0
15733,18,569,2,0
24244,23,898,1,0
62031,4,911,3,1
20510,16,686,2,0
18039,21,469,1,0
9049,3,126,1,0
32408,21,300,5,1
67268,22,402,3,0
85163,3,972,2,1
61987,11,75,2,0
66000,17,629,3,1
26824,14,843,3,0
16950,5,137,5,1
57515,10,731,3,1
86880,5,826,1,0
94266,20,660,3,0
98195,14,160,5,0
81275,17,746,5,1
29842,22,873,4,1
52904,8,151,1,0
94961,20,753,2,0
57517,1,520,2,1
35098,15,337,5,0
2868,7,654,3,0
90854,23,792,3,1
59166,4,807,4,1
68218,9,101,2,1
92550,11,628,4,1
1380,3,403,2,0
20311,18,436,3,0
148,10,344,1,0
8657,20,14,1,0
86023,14,80,3,0
91728,7,317,2,0
89798,22,362,2,1
87292,11,729,1,1
43409,16,461,1,0
64442,10,81,3,1
33179,22,92,1,0
37227,0,193,2,0
64212,3,520,5,1
47109,6,762,3,0
58491,3,331,2,0
68427,7,591,4,1
18689,2,358,2,0
85956,21,415,2,0
44217,9,82,1,0
23954,14,457,2,0
32212,9,548,4,0
875,15,193,2,0
27913,12,949,5,0
78760,23,348,5,1
77383,9,86,3,1
17645,12,531,3,0
71023,21,621,4,1
18096,3,515,5,0
58126,20,386,1,1
65980,21,244,3,0
3624,19,45,2,0
70409,6,77,4,1
51086,16,401,5,1
6341,4,459,3,0
40009,3,666,5,0
40004,0,19,5,0
54475,6,895,3,1
33365,0,602,5,0
46999,1,121,4,0
62879,6,255,1,1
14223,7,390,4,0
95032,12,907,2,0
11601,13,452,3,0
52952,9,288,5,1
95499,2,476,4,1
69020,15,271,5,1
30186,23,569,3,0
34201,6,614,2,0
79382,20,251,2,0
10641,1,661,4,0
5337,11,454,1,0
41786,15,472,2,0
40599,19,796,4,0
35072,11,564,3,0
70236,19,284,2,0
12137,4,655,1,0
65937,12,496,2,1
5112,18,112,2,0
70612,0,128,4,1
19679,3,584,1,0
4276,9,106,3,0
4688,10,594,3,0
81616,11,211,2,1
53459,8,35,2,1
41585,15,530,3,0
98549,12,90,3,1
83452,3,490,2,1
29042,22,624,1,0
88276,12,360,3,0
45020,7,716,1,0
91836,15,771,5,1
73047,5,818,2,1
50513,20,14,2,0
61420,17,916,3,1
81739,0,560,3,1
91777,7,70,5,1
10255,14,685,4,1
41644,4,273,4,0
83373,6,487,4,1
9886,4,414,4,0
22719,5,880,4,0
50556,8,569,4,1
53348,10,432,4,1
4092,23,663,4,0
72554,17,553,4,0
6298,0,291,5,1
38565,1,201,5,0
82563,22,774,1,1
89658,10,698,1,1
60033,0,247,4,1
48731,22,636,1,0
91924,0,590,5,1
18987,7,787,1,0
53798,10,298,3,0
22041,1,528,2,0
10565,23,851,3,0
29297,12,2,5,0
56037,6,225,5,1
75445,3,591,4,0
5188,12,69,5,0
29143,6,998,1,0
97018,13,187,4,1
32158,21,615,2,0
82912,19,23,2,1
98627,5,261,2,1
61141,3,469,5,1
54325,17,172,1,0
77182,4,406,4,1
44662,8,622,1,0
56382,6,463,5,1
1605,16,736,3,1
27985,15,299,5,1
2233,9,102,2,0
8407,20,224,2,0
64279,17,495,5,1
42173,18,585,2,0
91690,4,11,3,0
46300,3,833,2,0
90474,3,912,1,1
19636,23,626,1,0
94141,0,891,5,0
12802,15,460,5,1
13456,2,846,2,0
46837,10,152,1,0
44400,3,944,5,1
17135,20,890,3,0
20008,20,300,2,0
29767,11,922,1,0
6905,4,766,2,0
35371,11,866,2,0
31529,20,756,4,0
59675,12,514,5,1
94788,2,702,2,1
67108,7,983,4,1
25278,19,850,1,0
5556,4,406,5,1
77868,21,482,4,1
88514,0,691,5,1
48062,17,568,1,0
1501,3,32,1,0
36029,23,48,2,0
26432,16,254,4,0
7203,13,685,3,0
33456,5,544,1,0
43825,22,451,2,0
60447,21,435,1,0
19258,15,550,2,0
95302,11,600,1,0
76114,4,588,5,1
43782,4,370,2,0
36548,7,33,1,0
14048,5,569,2,0
72247,3,336,3,1
14445,5,305,5,1
25041,9,324,5,1
48514,0,81,1,0
76271,12,650,1,0
46463,5,170,2,0
75399,23,890,4,1
66617,5,790,4,1
89307,14,176,1,1
47313,18,229,5,0
38013,7,451,3,0
46861,6,253,2,0
77079,18,901,1,1
25182,17,956,3,0
9205,12,917,4,0
57672,9,554,2,1
11974,11,414,3,0
92590,20,254,5,1
3263,0,177,4,1
85848,22,904,5,1
48805,11,697,5,1
49498,15,335,5,0
69626,0,939,2,0
21343,4,430,3,0
78632,7,38,3,1
13612,15,765,4,1
94130,14,434,2,0
3903,20,923,1,0
96839,21,435,1,0
91193,1,958,5,1
92154,11,987,5,1
72838,7,187,4,1
68245,23,560,1,1
59843,21,307,4,1
43625,10,144,4,0
47389,19,490,4,0
98369,3,17,4,1
90802,22,931,2,0
46890,9,441,5,0
6774,1,572,1,0
42722,18,727,2,0
92191,0,658,4,1
76346,9,228,2,1
39672,0,56,4,1
87918,1,583,5,1
60360,21,125,4,1
7868,13,839,3,0
46206,11,762,4,1
12849,1,679,5,1
25606,2,543,3,0
93163,16,583,1,0
79106,8,750,4,1
12128,17,163,5,1
3998,22,393,1,0
86488,6,783,2,1
40433,13,538,5,1
13324,3,370,3,0
56610,17,964,1,1
58969,20,48,3,1
26183,23,98,5,0
69768,2,754,4,0
36496,13,617,1,0
50522,7,243,1,1
68884,3,302,4,1
4266,11,420,2,0
10267,14,84,4,1
58881,17,244,2,0
59512,15,648,2,1
91688,19,928,1,1
43732,16,588,5,0
26253,4,939,3,0
66868,17,910,3,0
44033,1,472,5,1
37669,2,387,4,1
203,6,383,1,0
94258,3,629,2,0
9481,23,192,1,0
15228,3,828,3,0
46955,14,621,5,0
45254,2,823,1,0
9467,18,675,3,0
61071,14,416,2,0
43096,15,488,4,0
78082,8,309,5,1
34784,3,745,4,0
67675,0,585,3,0
705,14,396,2,0
8990,19,197,2,1
89027,17,247,3,0
89363,12,409,4,1
38637,6,454,3,0
39651,16,313,3,0
6975,3,288,1,0
73148,12,138,3,1
25996,17,313,5,0
92647,13,291,1,0
26778,8,913,2,0
28119,11,514,4,0
91932,20,124,1,1
44184,9,251,1,0
39294,9,541,2,0
93368,23,460,4,1
77825,1,204,2,0
70614,13,175,4,1
61249,19,615,3,0
94795,5,695,2,0
97195,7,200,5,1
6005,9,792,5,0
87451,8,406,3,0
14804,23,64,1,0
18531,11,294,1,0
12692,18,830,5,1
33230,12,567,1,0
87466,1,389,3,0
71830,13,38,2,0
99333,13,538,3,1
1167,0,436,5,0
7994,13,224,1,0
59081,16,717,4,0
25889,4,631,4,1
19250,1,903,4,0
89550,23,783,1,1
54184,2,711,4,1
45988,23,827,5,1
73325,22,875,3,0
23180,5,398,1,0
20121,2,43,1,0
54070,6,96,3,1
69553,20,497,1,0
41988,8,734,3,0
75049,18,265,4,1
18313,14,589,4,1
72608,7,58,2,0
68232,4,551,5,1
7350,0,448,4,0
18527,23,105,1,0
93680,7,172,3,1
83193,17,118,3,0
40425,17,410,2,0
99516,16,727,4,1
3875,20,888,2,0
30915,2,955,1,0
86181,18,377,1,0
63285,0,615,3,1
52239,5,400,1,0
1393,19,435,5,1
28746,11,624,1,0
63184,5,762,1,1
25121,19,727,2,0
3836,23,409,5,1
56313,23,411,5,1
76262,10,579,4,1
21657,6,672,3,0
21416,21,218,2,0
42626,3,500,1,0
89093,12,132,2,1
75179,22,505,5,1
1188,6,522,2,0
13809,13,869,3,0
53964,19,61,2,0
5047,2,252,2,0
37397,3,858,5,0
91780,9,929,1,0
8703,14,569,3,0
37582,9,285,2,0
88536,3,149,5,1
28570,11,564,3,0
88153,18,575,1,1
41882,4,210,3,0
66676,8,978,4,1
30897,21,675,5,0
37167,17,447,5,0
9277,21,78,5,1
70792,6,788,5,1
43962,15,584,5,1
27173,12,854,1,0
78071,3,235,5,1
42118,21,859,3,0
47823,8,584,3,0
87293,22,764,4,1
55686,16,846,4,1
69603,6,944,1,1
78345,20,403,3,1
63319,10,298,3,0
55690,23,268,5,1
66344,19,975,4,1
81396,2,572,3,1
10755,10,495,1,0
80485,3,921,2,0
18272,10,666,5,1
77017,6,983,2,1
85496,15,361,4,1
23836,17,145,3,0
25680,20,415,3,0
14399,9,593,3,0
30509,8,84,4,0
11218,21,412,5,0
89247,4,39,5,1
27805,12,963,5,1
12181,22,386,3,0
14171,17,800,4,1
14409,3,130,2,0
67617,1,858,2,0
29640,20,83,5,0
41591,4,429,1,0
63266,20,184,5,1
67030,20,940,1,0
96109,16,62,5,1
57975,12,274,5,1
59301,8,482,1,1
66363,0,902,3,1
98130,21,443,3,1
42237,3,141,4,0
68204,7,532,1,0
23176,10,615,1,0
31655,17,768,3,0
27560,18,88,1,0
54245,3,816,1,0
55100,12,597,4,1
17685,3,24,2,0
760,11,349,4,0
6606,15,964,3,0
52219,20,33,2,0
30681,18,150,4,0
32826,21,178,3,0
13952,2,449,4,1
41519,22,709,4,1
40310,11,981,3,0
28021,23,458,3,0
74719,9,121,2,0
47555,2,163,5,0
92579,7,841,5,1
66773,12,576,1,1
76321,7,149,3,0
45901,0,273,4,1
84402,3,5,5,1
72549,12,568,5,1
17409,6,576,2,0
96924,20,29,1,1
63508,23,491,5,1
78343,15,173,5,1
66060,22,793,2,1
45337,13,658,1,0
37288,17,34,2,0
64319,1,837,5,1
21401,20,760,3,0
45105,16,164,4,0
66312,4,291,3,0
65665,3,193,1,0
27725,12,751,2,0
42818,7,884,5,0
18478,8,896,2,0
14967,14,413,5,1
53398,15,409,5,1
14675,9,422,5,1
20467,10,329,4,1
13821,6,282,3,0
26913,17,527,5,0
31532,7,779,2,0
49457,8,747,1,0
38495,3,79,5,1
89700,10,844,3,1
37974,22,85,5,0
71485,12,622,1,1
17134,19,617,2,0
97951,18,490,1,1
78643,2,152,2,1
58181,7,405,4,1
57417,6,293,4,1
72824,5,927,4,1
29109,23,36,1,0
50457,15,880,2,1
26631,6,853,5,0
4620,1,802,5,1
56960,21,464,2,1
24806,10,752,4,0
80677,0,48,5,1
21494,21,300,2,0
105,5,143,2,0
67372,9,320,4,1
88661,1,986,3,1
64201,17,104,1,0
96392,4,423,4,1
72668,15,942,1,1
28642,22,325,3,0
41437,11,583,5,0
87972,0,693,5,1
80212,23,300,2,1
64130,20,998,2,1
19411,8,270,4,1
30257,12,809,3,0
13737,15,978,1,0
50434,10,223,5,1
81935,22,230,4,1
84301,6,66,4,1
21250,0,334,3,0
17652,5,153,4,0
14565,6,130,5,0
77673,9,890,3,0
